#_RAJ2000,_DEJ2000,DE2000,RA2000,HD,Pol,e_Pol,PA,e_PA,GLON,GLAT,PolRefs
279.80063,-20.3357,-20 20 08.5,18 39 12.150,172122.0,1.12,0.1,115.8,2.6,13.4032,-6.5422,0000000000000100000000
279.16428,-20.3139,-20 18 50.0,18 36 39.427,171611.0,0.74,0.2,30.0,7.7,13.1535,-5.999,0000000000000000010000
273.51343,-20.302,-20 18 07.2,18 14 03.221,312980.0,3.46,0.18,62.0,1.5,10.7007,-1.2985,0000000000000010000000
9.63264,-20.2965,-20 17 47.4,00 38 31.834,3580.0,0.107,0.016,140.6,4.3,98.8783,-82.5581,0000000100000000000000
282.74948,-20.2952,-20 17 42.7,18 50 59.874,174383.0,1.59,0.12,65.0,2.2,14.6687,-9.0073,0000000000000000001000
191.3059,-20.2422,-20 14 31.9,12 45 13.414,110856.0,0.17,0.063,156.0,10.5,300.9516,42.6056,0000000000001000000000
110.85211,-20.2303,-20 13 49.1,07 23 24.508,58131.0,0.88,0.1,26.0,3.3,234.4973,-2.3819,0000000000000000000001
103.38712,-20.2242,-20 13 27.1,06 53 32.910,50707.0,0.0,0.2,0.0,90.0,231.303,-8.6234,0000000000000000010000
244.78214,-20.218,-20 13 04.8,16 19 07.712,146834.0,0.29,0.035,132.2,3.5,355.2053,20.945,0000000000001000000000
4.17645,-20.21,-20 12 36.0,00 16 42.348,1256.0,0.129,0.007,141.2,1.6,72.1328,-79.4661,0000000100001000000000
25.64901,-20.1725,-20 10 21.0,01 42 35.762,10572.0,0.052,0.028,144.8,15.1,184.9326,-76.3884,0000000100000000000000
238.33359,-20.1669,-20 10 00.8,15 53 20.062,142096.0,0.0,0.2,0.0,90.0,350.7245,25.3801,0000000000000000010000
60.90322,-20.1586,-20 09 31.0,04 03 36.774,25661.0,0.11,0.035,0.9,9.0,214.6165,-45.7009,0000000000001000000000
60.85311,-20.1437,-20 08 37.3,04 03 24.746,25631.0,0.084,0.007,133.2,2.4,214.5747,-45.7407,0000000000101000000000
113.55399,-20.1374,-20 08 14.6,07 34 12.958,60553.0,0.19,0.1,162.1,14.7,235.6282,-0.11,0000000000000100000000
285.88803,-20.1285,-20 07 42.6,19 03 33.131,177015.0,0.51,0.2,0.0,11.1,16.1002,-11.5994,0000000000000000010000
245.12613,-20.1176,-20 07 03.4,16 20 30.271,147103.0,1.98,0.2,147.0,2.9,355.514,20.7686,0000000000000000010000
350.74292,-20.1003,-20 06 01.1,23 22 58.303,220321.0,0.006,0.009,9.9,36.9,47.3421,-68.5898,0000000100001000000000
110.53073,-20.0702,-20 04 12.7,07 22 07.374,0.0,0.74,0.1,163.4,3.9,234.2139,-2.5729,0000000000000100000000
275.58664,-20.0669,-20 04 00.8,18 22 20.791,313321.0,1.43,0.074,36.5,1.5,11.8285,-2.9021,0000000000000110000000
5.44265,-20.0579,-20 03 28.4,00 21 46.235,1760.0,0.45,0.017,7.8,1.1,77.515,-80.1979,0000000100000000000000
0.73927,-20.046,-20 02 45.6,00 02 57.426,225045.0,0.04,0.032,163.0,21.8,62.903,-76.839,0000000000000000000100
245.01662,-20.0448,-20 02 41.3,16 20 03.988,147009.0,1.215,0.08,112.6,1.9,355.5002,20.8939,0000000000001000010000
246.0258,-20.0372,-20 02 13.9,16 24 06.196,147700.0,0.05,0.035,30.6,19.3,356.1695,20.1825,0000000000001000000000
359.86716,-20.034,-20 02 02.4,23 59 28.118,224619.0,0.065,0.027,153.8,11.7,60.9806,-76.1534,0000000100000000000000
273.99084,-20.0152,-20 00 54.7,18 15 57.805,167436.0,0.721,0.127,126.9,5.0,11.1667,-1.5558,0000000000000100010000
110.394,-20.0111,-20 00 40.0,07 21 34.560,0.0,0.51,0.1,148.0,5.6,234.1013,-2.6585,0000000000000100000000
283.614,-19.9713,-19 58 16.7,18 54 27.360,0.0,0.21,0.1,28.9,13.4,15.3201,-9.5994,0000000000000100000000
94.55721,-19.9669,-19 58 00.8,06 18 13.730,43955.0,0.09,0.035,63.1,11.0,227.5187,-16.0509,0000000000001000000000
271.49515,-19.9538,-19 57 13.7,18 05 58.837,165285.0,1.043,0.138,56.1,3.8,10.0899,0.5288,0000000000000100010000
283.57504,-19.9329,-19 55 58.4,18 54 18.007,175043.0,0.16,0.1,67.7,17.4,15.3392,-9.5498,0000000000000100000000
198.5457,-19.9313,-19 55 52.7,13 14 10.968,114946.0,0.04,0.035,176.7,23.6,310.204,42.619,0000000000001000000000
250.47363,-19.9244,-19 55 27.8,16 41 53.675,150453.0,0.03,0.035,30.1,30.3,359.061,17.0237,0000000000001000000000
273.98642,-19.9085,-19 54 30.6,18 15 56.740,167435.0,2.09,0.1,128.6,1.4,11.2585,-1.5014,0000000000000100000000
267.46484,-19.9061,-19 54 22.0,17 49 51.564,162064.0,1.339,0.184,49.9,3.9,8.2378,3.8353,0000000000000100010000
283.6875,-19.9042,-19 54 15.1,18 54 45.000,0.0,0.39,0.1,22.8,7.3,15.4117,-9.6329,0000000000000100000000
272.1129,-19.8688,-19 52 07.7,18 08 27.096,165783.0,0.88,0.18,83.0,5.8,10.4469,0.0628,0000000000000010000000
283.69717,-19.8635,-19 51 48.6,18 54 47.318,175141.0,0.78,0.2,47.0,7.3,15.4528,-9.6236,0000000000000000010000
241.35931,-19.8053,-19 48 19.1,16 05 26.236,144217.0,0.839,0.185,96.2,6.3,353.193,23.5996,0000000000000000010001
51.96697,-19.8052,-19 48 18.7,03 27 52.074,21531.0,0.085,0.024,67.9,8.0,209.9082,-53.5375,0000000100000000000000
241.36072,-19.8018,-19 48 06.5,16 05 26.574,144218.0,0.88,0.2,102.0,6.5,353.1968,23.601,0000000000000000010000
274.21857,-19.7778,-19 46 40.1,18 16 52.460,167638.0,2.33,0.1,148.8,1.2,11.4774,-1.6314,0000000000000100000000
182.57863,-19.7698,-19 46 11.3,12 10 18.872,105730.0,0.07,0.038,133.0,15.2,289.8585,42.0556,0000000000001000000000
273.23398,-19.7452,-19 44 42.7,18 12 56.153,166787.0,0.68,0.0,122.1,0.0,11.064,-0.8014,0000000000000100010000
274.31918,-19.7413,-19 44 28.7,18 17 16.602,167722.0,1.095,0.258,116.1,6.7,11.5545,-1.6974,0000000000000100010000
114.171,-19.7023,-19 42 08.3,07 36 41.040,61068.0,0.37,0.1,168.4,7.7,235.5304,0.6085,0000000000000100000000
215.37456,-19.6801,-19 40 48.4,14 21 29.894,125679.0,0.52,0.06,55.6,3.3,330.3067,38.3575,0000000000001000000000
274.41656,-19.6721,-19 40 19.6,18 17 39.980,167815.0,1.168,0.177,91.4,4.3,11.6589,-1.7454,0000000000000100010000
180.21321,-19.6589,-19 39 32.0,12 00 51.170,104337.0,0.15,0.0,61.5,0.0,286.9194,41.6346,0000000000001000010000
341.88828,-19.6128,-19 36 46.1,22 47 33.187,215721.0,0.022,0.009,149.6,11.6,41.0972,-60.6783,0000000100000000000000
243.09099,-19.5789,-19 34 44.0,16 12 21.838,145554.0,1.05,0.038,140.6,1.0,354.5771,22.5563,0000000000001000000000
254.26663,-19.5398,-19 32 23.3,16 57 03.992,152909.0,2.49,0.1,46.6,1.2,1.6213,14.4119,0000000000000100000000
34.72443,-19.5345,-19 32 04.2,02 18 53.863,14376.0,0.091,0.027,124.6,8.4,196.843,-68.5744,0000000100000000000000
243.18376,-19.5028,-19 30 10.1,16 12 44.104,145631.0,0.96,0.035,135.5,1.0,354.7017,22.5427,0000000000001000000000
200.37424,-19.4892,-19 29 21.1,13 21 29.819,116061.0,0.03,0.035,107.8,30.3,312.6081,42.817,0000000000001000000000
286.49106,-19.4812,-19 28 52.3,19 05 57.854,177559.0,0.97,0.2,36.0,5.9,16.9435,-11.8422,0000000000000000010000
164.81656,-19.4801,-19 28 48.4,10 59 15.976,95194.0,0.06,0.066,60.5,28.8,269.6891,36.0488,0000000000001000000000
324.27008,-19.466,-19 27 57.6,21 37 04.822,205637.0,1.431,0.057,156.3,1.1,31.9423,-44.9906,0000000000001000010000
242.99892,-19.4606,-19 27 38.2,16 11 59.741,145502.0,1.15,0.2,138.0,5.0,354.6088,22.7001,0000000000000000010000
67.16256,-19.4585,-19 27 30.6,04 28 39.014,28479.0,0.09,0.035,153.9,11.0,216.3407,-39.9069,0000000000001000000000
274.75208,-19.4564,-19 27 23.0,18 19 00.502,168138.0,1.15,0.2,48.0,5.0,11.9986,-1.922,0000000000000000010000
285.8929,-19.4358,-19 26 08.9,19 03 34.301,177014.0,1.15,0.2,8.0,5.0,16.743,-11.3116,0000000000000000010000
273.06125,-19.4328,-19 25 58.1,18 12 14.699,166628.0,0.656,0.109,156.3,4.7,11.26,-0.5088,0000000000000100010000
338.28244,-19.391,-19 23 27.6,22 33 07.787,213623.0,0.26,0.063,1.9,6.9,39.185,-57.4168,0000000000001000000000
277.362,-19.3344,-19 20 03.8,18 29 26.880,0.0,0.45,0.1,3.5,6.3,13.255,-4.0436,0000000000000100000000
273.39658,-19.2917,-19 17 30.1,18 13 35.177,166922.0,0.6,0.1,136.6,4.8,11.5355,-0.7187,0000000000000100000000
287.06958,-19.2902,-19 17 24.7,19 08 16.699,178175.0,0.74,0.2,0.0,7.7,17.3547,-12.2576,0000000000000000010000
212.25137,-19.2454,-19 14 43.4,14 09 00.331,123598.0,0.38,0.035,77.7,2.6,327.0731,39.9623,0000000000001000000000
290.40463,-19.2344,-19 14 03.8,19 21 37.112,181558.0,0.2,0.035,156.2,5.0,18.7426,-15.1031,0000000000001000000000
324.40692,-19.231,-19 13 51.6,21 37 37.664,205705.0,0.02,0.035,33.0,41.2,32.3165,-45.0343,0000000000001000000000
254.5568,-19.228,-19 13 40.8,16 58 13.631,0.0,2.71,0.1,46.7,1.1,2.0479,14.3746,0000000000000100000000
278.0685,-19.2171,-19 13 01.6,18 32 16.440,170835.0,1.82,0.1,21.3,1.6,13.6659,-4.5827,0000000000000100000000
272.6594,-19.1668,-19 10 00.5,18 10 38.251,166291.0,0.0,0.2,0.0,90.0,11.3104,-0.0483,0000000000000000010000
284.39877,-19.1531,-19 09 11.2,18 57 35.708,175754.0,0.459,0.264,178.2,16.0,16.3922,-9.9153,0000000000000100010000
322.49814,-19.1477,-19 08 51.7,21 29 59.554,204577.0,0.09,0.035,3.0,11.0,31.5837,-43.3079,0000000000001000000000
277.9722,-19.125,-19 07 30.0,18 31 53.332,170764.0,2.072,0.155,22.3,2.1,13.7064,-4.4598,0000000000001000001000
274.50833,-19.1203,-19 07 13.1,18 18 02.002,313080.0,2.436,0.281,2.7,3.3,12.1862,-1.5604,0000000000000110000000
304.84833,-19.1185,-19 07 06.6,20 19 23.599,193150.0,0.82,0.035,7.6,1.2,24.4806,-27.6586,0000000000001000000000
273.48218,-19.1161,-19 06 58.0,18 13 55.722,166999.0,0.97,0.2,47.0,5.9,11.7284,-0.7057,0000000000000000010000
270.46783,-19.1061,-19 06 22.0,18 01 52.280,164438.0,1.302,0.096,69.8,2.1,10.3529,1.7885,0000000000000100010000
274.35284,-19.086,-19 05 09.6,18 17 24.684,313079.0,1.71,0.1,9.7,1.7,12.1468,-1.4147,0000000000000100000000
273.57074,-19.0689,-19 04 08.0,18 14 16.976,167050.0,0.78,0.1,62.3,3.7,11.8098,-0.7566,0000000000000100000000
272.97406,-19.057,-19 03 25.2,18 11 53.772,166569.0,0.24,0.1,49.3,11.8,11.5499,-0.256,0000000000000100000000
273.64316,-19.0563,-19 03 22.7,18 14 34.357,167088.0,0.74,0.028,49.5,1.1,11.8536,-0.8107,0000000000000100010000
298.05002,-19.0448,-19 02 41.3,19 52 12.004,187739.0,0.33,0.035,54.4,3.0,21.923,-21.6683,0000000000001000000000
274.2855,-19.0158,-19 00 56.9,18 17 08.520,0.0,0.69,0.1,179.8,4.1,12.1783,-1.3255,0000000000000100000000
111.21201,-19.0122,-19 00 43.9,07 24 50.882,58439.0,1.11,0.035,3.2,0.9,233.5832,-1.5079,0000000000001000000000
282.37302,-19.0081,-19 00 29.2,18 49 29.525,174073.0,0.09,0.1,9.0,29.1,15.6839,-8.1273,0000000000000100000000
273.8199,-18.9927,-18 59 33.7,18 15 16.772,167287.0,0.74,0.2,65.0,7.7,11.9893,-0.9272,0000000000000000010000
273.46408,-18.9894,-18 59 21.8,18 13 51.377,166965.0,1.43,0.2,42.0,4.0,11.8314,-0.63,0000000000000000010000
355.15692,-18.9887,-18 59 19.3,23 40 37.664,222422.0,0.052,0.03,24.9,16.1,55.783,-71.8194,0000000100000000000000
283.82983,-18.9776,-18 58 39.4,18 55 19.157,175253.0,0.54,0.1,25.5,5.3,16.318,-9.3544,0000000000000100000000
274.24402,-18.9681,-18 58 05.2,18 16 58.562,167659.0,1.91,0.087,25.9,1.3,12.2018,-1.2682,0000000000000100010000
274.20456,-18.9667,-18 58 00.1,18 16 49.098,313076.0,0.69,0.1,0.6,4.1,12.1853,-1.2348,0000000000000100000000
276.80002,-18.9537,-18 57 13.3,18 27 12.006,169805.0,0.83,0.1,140.9,3.4,13.3482,-3.397,0000000000000100000000
289.4087,-18.9528,-18 57 10.1,19 17 38.087,180540.0,0.33,0.035,14.6,3.0,18.611,-14.1291,0000000000001000000000
11.15409,-18.9471,-18 56 49.6,00 44 36.982,0.0,0.229,0.111,149.0,13.6,111.7294,-81.6702,0000000100000000000000
273.75095,-18.9436,-18 56 37.0,18 15 00.227,167224.0,0.267,0.084,56.1,8.9,12.0014,-0.8464,0000000000000100010000
3.66013,-18.9326,-18 55 57.4,00 14 38.432,1038.0,0.091,0.006,133.9,1.9,75.1087,-78.226,0000000100000000000100
112.74516,-18.93,-18 55 48.0,07 30 58.838,59813.0,1.04,0.1,134.1,2.8,234.2028,-0.1944,0000000000000100000000
357.83884,-18.9091,-18 54 32.8,23 51 21.323,223640.0,0.03,0.015,151.1,14.0,60.54,-73.9377,0000000100000000000100
275.3458,-18.8599,-18 51 35.6,18 21 22.990,168608.0,0.22,0.12,99.0,15.3,12.7893,-2.136,0000000000000000001000
274.87015,-18.851,-18 51 03.6,18 19 28.837,168230.0,1.087,0.276,76.0,7.2,12.5853,-1.7347,0000000000000100010000
340.89688,-18.8303,-18 49 49.1,22 43 35.252,215167.0,0.042,0.009,155.1,6.1,41.8801,-59.5222,0000000100000000000000
273.41888,-18.8265,-18 49 35.4,18 13 40.530,166934.0,1.06,0.2,42.0,5.4,11.954,-0.5145,0000000000000000010000
260.06558,-18.8235,-18 49 24.6,17 20 15.742,156779.0,0.96,0.14,47.6,4.2,5.4257,10.3248,0000000000000100010000
109.44595,-18.8164,-18 48 59.0,07 17 47.029,56806.0,0.65,0.2,178.0,8.7,232.6256,-2.8913,0000000000000000010000
274.05005,-18.7989,-18 47 56.0,18 16 12.011,167479.0,0.382,0.066,18.1,4.9,12.2634,-1.0264,0000000000000100010000
274.46304,-18.7984,-18 47 54.2,18 17 51.133,167863.0,0.51,0.2,165.0,11.1,12.4494,-1.3703,0000000000000000010000
286.7847,-18.7381,-18 44 17.2,19 07 08.328,177863.0,0.36,0.035,135.8,2.8,17.7516,-11.7814,0000000000001000000000
276.18222,-18.7362,-18 44 10.3,18 24 43.733,169273.0,1.45,0.1,23.1,2.0,13.2694,-2.7781,0000000000000100000000
212.66927,-18.7318,-18 43 54.5,14 10 40.624,123902.0,0.25,0.063,63.2,7.2,327.8111,40.2808,0000000000001000000000
202.37161,-18.729,-18 43 44.4,13 29 29.188,117246.0,0.3,0.035,44.0,3.3,315.3348,43.2245,0000000000001000000000
277.54935,-18.7285,-18 43 42.6,18 30 11.844,170433.0,0.04,0.035,96.2,23.6,13.876,-3.9225,0000000000001000000000
273.0167,-18.7265,-18 43 35.4,18 12 04.003,166568.0,0.607,0.17,41.0,8.0,11.8591,-0.1324,0000000000000100010000
286.90732,-18.7262,-18 43 34.3,19 07 37.758,177989.0,0.88,0.2,10.0,6.5,17.8125,-11.8817,0000000000000000010000
356.5035,-18.6783,-18 40 41.9,23 46 00.844,223024.0,0.003,0.008,18.5,53.1,58.8191,-72.751,0000000100000000000000
274.68024,-18.6196,-18 37 10.6,18 18 43.261,168021.0,1.934,0.151,42.9,2.2,12.7044,-1.4669,0000000000000000010000
41.27493,-18.5726,-18 34 21.4,02 45 05.983,17206.0,0.011,0.005,142.9,12.8,200.8332,-62.5272,0000000100000000000000
158.91193,-18.569,-18 34 08.4,10 35 38.861,91790.0,0.11,0.035,47.3,9.0,263.4239,33.6865,0000000000001000000000
49.67113,-18.5596,-18 33 34.6,03 18 41.072,20631.0,0.019,0.01,168.2,14.7,206.6228,-55.146,0000000100000000000000
278.90314,-18.5506,-18 33 02.2,18 35 36.755,171432.0,1.136,0.297,139.9,7.4,14.6221,-4.9827,0000000000000100010000
274.20523,-18.5503,-18 33 01.1,18 16 49.256,167611.0,0.78,0.2,21.0,7.3,12.5521,-1.0376,0000000000000000010000
243.66376,-18.5353,-18 32 07.1,16 14 39.300,145997.0,0.06,0.035,178.2,16.3,355.8112,22.8498,0000000000001000000000
214.8576,-18.5235,-18 31 24.6,14 19 25.828,125379.0,0.42,0.042,62.9,2.9,330.3857,39.6114,0000000000001000000000
332.2458,-18.5195,-18 31 10.2,22 08 58.992,210191.0,0.08,0.035,175.9,12.3,37.151,-51.7626,0000000000001000000000
203.3744,-18.5147,-18 30 52.9,13 33 29.858,117880.0,0.4,0.073,32.8,5.2,316.6717,43.2321,0000000000001000000000
111.90412,-18.4966,-18 29 47.8,07 27 36.990,59075.0,1.11,0.18,3.0,4.6,233.4408,-0.6862,0000000000000010000000
274.369,-18.4634,-18 27 48.2,18 17 28.558,167771.0,1.06,0.2,38.0,5.4,12.7023,-1.133,0000000000000000010000
246.756,-18.4561,-18 27 22.0,16 27 01.440,148184.0,1.15,0.2,134.0,5.0,357.9329,20.6765,0000000000000000010000
274.06638,-18.4397,-18 26 22.9,18 16 15.931,167478.0,0.97,0.2,22.0,5.9,12.5868,-0.8691,0000000000000000010000
273.97885,-18.4335,-18 26 00.6,18 15 54.925,167412.0,0.97,0.2,42.0,5.9,12.5527,-0.7932,0000000000000000010000
213.6924,-18.4303,-18 25 49.1,14 14 46.176,124574.0,0.36,0.05,59.1,4.0,329.1323,40.1639,0000000000001000000000
264.82504,-18.4114,-18 24 41.0,17 39 18.007,160186.0,2.03,0.2,60.0,2.8,8.2283,6.7425,0000000000000000010000
272.94495,-18.3812,-18 22 52.3,18 11 46.792,166524.0,0.51,0.18,105.0,10.0,12.1292,0.0933,0000000000000010000000
278.29208,-18.3683,-18 22 05.9,18 33 10.098,171012.0,0.97,0.2,12.0,5.9,14.5203,-4.3836,0000000000000000010000
273.86462,-18.357,-18 21 25.2,18 15 27.511,167336.0,1.66,0.2,162.0,3.4,12.5684,-0.6614,0000000000000000010000
176.19066,-18.3506,-18 21 02.2,11 44 45.758,102070.0,0.03,0.035,74.5,30.3,281.5348,41.7342,0000000000001000000000
242.48047,-18.3404,-18 20 25.4,16 09 55.314,145100.0,0.05,0.035,37.0,19.3,355.1534,23.816,0000000000001000000000
199.60406,-18.3086,-18 18 31.0,13 18 24.973,115617.0,0.03,0.035,82.6,30.3,311.8633,44.0948,0000000000001000000000
265.79672,-18.3023,-18 18 08.3,17 43 11.215,160886.0,0.97,0.2,59.0,5.9,8.8052,6.0118,0000000000000000010000
276.17712,-18.2807,-18 16 50.5,18 24 42.509,169271.0,0.37,0.2,0.0,15.1,13.6706,-2.5617,0000000000000000010000
356.05026,-18.2769,-18 16 36.8,23 44 12.062,222847.0,0.062,0.018,159.4,8.3,59.1746,-72.1727,0000000000000000000101
273.98227,-18.2408,-18 14 26.9,18 15 55.746,167411.0,1.15,0.2,5.0,5.0,12.7237,-0.7043,0000000000000000010000
213.85046,-18.2006,-18 12 02.2,14 15 24.113,124683.0,0.09,0.035,120.5,11.0,329.4363,40.3104,0000000000001000000000
272.57632,-18.1948,-18 11 41.3,18 10 18.318,166188.0,0.55,0.2,55.0,10.3,12.1238,0.4898,0000000000000000010000
274.69537,-18.1721,-18 10 19.6,18 18 46.886,168080.0,0.37,0.2,10.0,15.1,13.1056,-1.268,0000000000000000010000
274.9125,-18.1438,-18 08 37.7,18 19 39.000,0.0,0.0,0.2,0.0,90.0,13.2281,-1.4365,0000000000000000010000
310.01233,-18.1386,-18 08 19.0,20 40 02.957,196777.0,0.22,0.035,118.2,4.5,27.5734,-31.866,0000000000001000000000
207.4681,-18.134,-18 08 02.4,13 49 52.345,120452.0,0.08,0.035,37.8,12.3,321.9264,42.5722,0000000000001000000000
349.85043,-18.0753,-18 04 31.1,23 19 24.107,219879.0,0.08,0.035,116.7,12.3,51.2277,-66.9603,0000000000001000000000
11.93001,-18.0614,-18 03 41.0,00 47 43.202,4585.0,0.015,0.014,108.5,25.0,117.3413,-80.8928,0000000000101000000000
269.33844,-18.0596,-18 03 34.6,17 57 21.226,163535.0,2.26,0.2,71.0,2.5,10.7306,3.2372,0000000000000000010000
312.3356,-18.0357,-18 02 08.5,20 49 20.543,198208.0,0.03,0.035,135.0,30.3,28.6346,-33.8892,0000000000001000000000
355.3938,-18.0269,-18 01 36.8,23 41 34.516,222547.0,0.251,0.03,154.9,3.4,58.7684,-71.5127,0000000000001000000100
275.0664,-17.0041,-17 00 14.8,18 20 15.940,168418.0,0.83,0.2,16.0,6.9,14.3025,-1.0284,0000000000000000010000
212.64076,-17.9909,-17 59 27.2,14 10 33.784,123884.0,0.42,0.0,68.0,0.0,328.1661,40.9716,0000000000001000010000
10.89678,-17.9866,-17 59 11.8,00 43 35.227,4128.0,0.004,0.005,90.5,32.0,111.3276,-80.6811,0000000100000000001100
274.5146,-17.9681,-17 58 05.2,18 18 03.503,167902.0,0.65,0.2,170.0,8.7,13.204,-1.0201,0000000000000000010000
95.67495,-17.9559,-17 57 21.2,06 22 41.988,44743.0,0.13,0.0,27.0,0.0,226.0599,-14.2679,0000000000000000011000
115.93891,-17.9462,-17 56 46.3,07 43 45.340,62532.0,0.46,0.18,127.0,11.1,234.8255,2.9296,0000000000000010000000
3.04146,-17.9382,-17 56 17.5,00 12 09.950,787.0,0.14,0.02,134.5,4.1,76.3216,-77.1006,0000000100101000000100
206.13048,-17.937,-17 56 13.2,13 44 31.315,119608.0,0.44,0.035,49.4,2.3,320.3459,43.1326,0000000000001000000000
20.83952,-17.9339,-17 56 02.0,01 23 21.484,8447.0,0.06,0.024,155.4,11.3,163.2622,-78.2238,0000000100000000000000
274.3288,-17.9302,-17 55 48.7,18 17 18.910,167747.0,0.51,0.2,29.0,11.1,13.1536,-0.8465,0000000000000000010000
313.69937,-17.9228,-17 55 22.1,20 54 47.851,199012.0,0.12,0.035,121.2,8.3,29.327,-35.0596,0000000000001000000000
299.16867,-17.9213,-17 55 16.7,19 56 40.484,188618.0,2.4,0.2,179.0,2.4,23.4804,-22.2169,0000000000000000010000
197.12093,-17.9084,-17 54 30.2,13 08 29.022,114097.0,0.44,0.076,61.4,4.9,308.6484,44.774,0000000000001000000000
275.42963,-17.8975,-17 53 51.0,18 21 43.114,168675.0,2.3,0.2,4.0,2.5,13.677,-1.7545,0000000000000000010000
265.46494,-17.8968,-17 53 48.5,17 41 51.583,160641.0,1.52,0.2,46.0,3.8,8.9895,6.4918,0000000000000000010000
25.56074,-17.8888,-17 53 19.7,01 42 14.576,10519.0,0.025,0.023,156.2,24.7,177.3066,-75.0831,0000000100000000000000
218.09084,-17.8812,-17 52 52.3,14 32 21.800,127522.0,0.58,0.046,83.0,2.3,334.2859,38.7689,0000000000001000000000
206.85564,-17.8597,-17 51 34.9,13 47 25.354,120052.0,0.7,0.035,33.1,1.4,321.2811,43.0084,0000000000001000000000
274.8,-17.8333,-17 49 59.9,18 19 12.000,0.0,0.88,0.2,128.0,6.5,13.4514,-1.1955,0000000000000000010000
264.4129,-17.8269,-17 49 36.8,17 37 39.097,159864.0,1.89,0.2,55.0,3.0,8.5232,7.3824,0000000000000000010000
83.18256,-17.8222,-17 49 19.9,05 32 43.814,36673.0,0.32,0.001,68.3,0.1,220.9472,-25.1412,0000000000001000001000
355.44083,-17.8165,-17 48 59.4,23 41 45.798,222574.0,0.183,0.021,156.9,3.3,59.4008,-71.4359,0000000100001000000100
276.53006,-17.7893,-17 47 21.5,18 26 07.213,169601.0,1.52,0.2,176.0,3.8,14.2624,-2.6301,0000000000000000010000
93.19305,-17.7632,-17 45 47.5,06 12 46.332,42927.0,0.21,0.035,30.1,4.8,224.8769,-16.3454,0000000000001000000000
250.39333,-17.7421,-17 44 31.6,16 41 34.397,150416.0,1.71,0.035,55.7,0.6,0.8189,18.4253,0000000000001000000000
200.75476,-17.7352,-17 44 06.7,13 23 01.144,116292.0,0.24,0.035,84.0,4.2,313.4997,44.4875,0000000000001000000000
31.26684,-17.6142,-17 36 51.1,02 05 04.042,0.0,0.375,0.256,28.9,18.8,187.5098,-70.5347,0000000100000000000000
270.84097,-17.61,-17 36 36.0,18 03 21.834,164738.0,1.34,0.2,23.0,4.3,11.8304,2.2168,0000000000000000010000
325.1391,-17.6001,-17 36 00.4,21 40 33.384,206144.0,0.83,0.083,98.7,2.9,34.8239,-45.1203,0000000000001000000000
2.13952,-17.578,-17 34 40.8,00 08 33.486,402.0,0.224,0.045,147.3,5.7,74.6929,-76.2481,0000000000101000000100
3.48163,-17.5453,-17 32 43.1,00 13 55.592,955.0,0.12,0.035,146.8,8.3,78.8931,-77.0856,0000000000001000000000
281.4044,-17.5448,-17 32 41.3,18 45 37.055,173375.0,0.78,0.2,4.0,7.3,16.5987,-6.6562,0000000000000000010000
183.95193,-17.5419,-17 32 30.8,12 15 48.467,106625.0,0.05,0.12,93.0,50.2,290.9854,44.5017,0000000000000000001000
23.97042,-17.5319,-17 31 54.8,01 35 52.901,9847.0,0.047,0.015,144.7,9.1,172.1432,-75.9536,0000000100000000000000
276.3145,-17.5186,-17 31 07.0,18 25 15.481,169419.0,1.98,0.2,170.0,2.9,14.4066,-2.3224,0000000000000000010000
316.93616,-17.4557,-17 27 20.5,21 07 44.677,201057.0,0.09,0.035,109.9,11.0,31.2468,-37.7691,0000000000001000000000
275.53796,-17.4273,-17 25 38.3,18 22 09.109,168765.0,1.24,0.2,168.0,4.6,14.1409,-1.6249,0000000000000000010000
270.77527,-17.4138,-17 24 49.7,18 03 06.062,164700.0,0.88,0.2,36.0,6.5,11.9706,2.3678,0000000000000000010000
275.28775,-17.3815,-17 22 53.4,18 21 09.061,168571.0,1.01,0.2,93.0,5.7,14.0691,-1.3926,0000000000000000010000
0.93489,-17.3359,-17 20 09.2,00 03 44.374,225132.0,0.031,0.015,165.2,13.6,72.1009,-75.2617,0000000100001000000100
273.375,-17.2833,-17 16 59.9,18 13 30.000,0.0,1.06,0.2,20.0,5.4,13.2889,0.2611,0000000000000000010000
276.79675,-17.2791,-17 16 44.8,18 27 11.218,169827.0,1.94,0.2,119.0,3.0,14.8329,-2.6185,0000000000000000010000
123.73273,-17.2761,-17 16 34.0,08 14 55.856,69101.0,0.052,0.024,89.1,12.8,238.1109,9.6357,0010000000000000000000
354.1896,-17.2368,-17 14 12.5,23 36 45.508,221974.0,0.045,0.079,57.0,41.3,58.8938,-70.12,0000000100000000000000
141.24998,-17.2187,-17 13 07.3,09 24 59.998,81409.0,0.002,0.017,144.4,76.1,248.4278,23.1381,0010000000000000000000
271.64,-17.2,-17 12 00.0,18 06 33.606,312603.0,1.24,0.18,156.0,4.2,12.5613,1.7522,0000000000000010000000
52.76011,-17.1678,-17 10 04.1,03 31 02.428,21877.0,0.18,0.055,153.0,8.7,206.2753,-51.8998,0000000000001000000000
270.34634,-17.1568,-17 09 24.5,18 01 23.124,164358.0,0.9,0.035,56.8,1.1,11.9928,2.8508,0000000000001000000000
271.9517,-17.1543,-17 09 15.5,18 07 48.403,165687.0,0.06,0.035,96.6,16.3,12.7462,1.5143,0000000000001000000000
