#_RAJ2000,_DEJ2000,DE2000,RA2000,HD,Pol,e_Pol,PA,e_PA,GLON,GLAT,PolRefs
319.50192,-64.6815,-64 40 53.4,21 18 00.464,202299.0,0.16,0.035,17.1,6.2,329.4353,-39.7423,0000000000001000000000
160.66016,-64.6779,-64 40 40.4,10 42 38.437,92989.0,0.17,0.03,146.9,5.0,289.7032,-5.1673,0000000001000000000000
195.48344,-64.6268,-64 37 36.5,13 01 56.028,113016.0,2.09,0.1,88.7,1.4,304.0566,-1.7781,0000000000000100000000
177.37477,-64.6224,-64 37 20.6,11 49 29.946,102742.0,1.1,0.1,86.3,2.6,296.3551,-2.5446,0000000000000100000000
161.54134,-64.5956,-64 35 44.2,10 46 09.919,93517.0,0.45,0.08,140.8,5.1,289.9987,-4.9171,0000000001000000000000
205.045,-64.5765,-64 34 35.4,13 40 10.801,118666.0,0.07,0.035,83.5,14.0,308.1349,-2.1983,0000000000001000000000
197.247,-64.538,-64 32 16.8,13 08 59.280,0.0,1.62,0.1,93.3,1.8,304.8176,-1.7306,0000000000000100000000
231.88792,-64.5314,-64 31 53.0,15 27 33.102,137066.0,0.41,0.035,67.8,2.4,318.7493,-6.5674,0000000000001000000000
162.00235,-64.5304,-64 31 49.4,10 48 00.565,308023.0,2.21,0.1,121.5,1.3,290.1449,-4.7679,0000000000000100000000
160.9215,-64.5288,-64 31 43.7,10 43 41.160,0.0,2.36,0.1,88.2,1.2,289.7312,-4.9828,0000000000000100000000
184.15324,-64.5164,-64 30 59.0,12 16 36.779,106730.0,2.21,0.1,78.9,1.3,299.1958,-1.8977,0000000000000100000000
161.7045,-64.5134,-64 30 48.2,10 46 49.080,0.0,1.76,0.1,125.9,1.6,290.0229,-4.8117,0000000000000100000000
183.00319,-64.5104,-64 30 37.4,12 12 00.767,106000.0,1.27,0.03,90.0,0.7,298.7049,-1.9627,0000000001000000000000
136.53171,-64.4999,-64 29 59.6,09 06 07.610,78632.0,0.03,0.03,130.3,26.6,281.4872,-11.486,0000000001000000000000
149.31412,-64.4895,-64 29 22.2,09 57 15.386,86634.0,0.04,0.05,156.4,32.0,285.5108,-7.6837,0000000001000000000000
162.69186,-64.4794,-64 28 45.8,10 50 46.046,94174.0,0.42,0.05,139.4,3.4,290.3871,-4.5879,0000000001000000000000
202.8187,-64.4711,-64 28 16.0,13 31 16.489,117326.0,1.04,0.1,81.8,2.8,307.2089,-1.9307,0000000000000100000000
211.87772,-64.469,-64 28 08.4,14 07 30.652,123008.0,1.51,0.1,81.9,1.9,311.0155,-2.7979,0000000000000100000000
160.55893,-64.4664,-64 27 59.0,10 42 14.144,92938.0,0.17,0.035,146.7,5.9,289.5636,-5.002,0000000000001000000000
197.58102,-64.4565,-64 27 23.4,13 10 19.448,114199.0,2.05,0.1,84.4,1.4,304.9669,-1.6594,0000000000000100000000
183.57056,-64.4085,-64 24 30.6,12 14 16.933,106343.0,1.471,0.112,90.0,2.2,298.9319,-1.8257,0000000000001100000000
356.0501,-64.4045,-64 24 16.2,23 44 12.026,222820.0,0.035,0.006,123.7,4.9,314.4317,-51.1962,0000000100001000000000
144.59135,-64.4024,-64 24 08.6,09 38 21.926,83834.0,0.52,0.035,14.3,1.9,283.8827,-8.9329,0000000000001000000000
160.73927,-64.3944,-64 23 39.8,10 42 57.427,93030.0,0.38,0.1,139.0,7.5,289.5979,-4.9017,0000000000000000000001
192.0075,-64.3891,-64 23 20.8,12 48 01.800,0.0,2.12,0.1,81.9,1.4,302.5636,-1.5198,0000000000000100000000
228.5385,-64.3714,-64 22 17.0,15 14 09.240,0.0,1.11,0.1,39.4,2.6,317.617,-5.6487,0000000000000100000000
194.1406,-64.3608,-64 21 38.9,12 56 33.745,112272.0,0.348,0.188,43.3,15.1,303.4865,-1.4946,0000000000000100100000
32.53233,-64.3551,-64 21 18.4,02 10 07.759,13578.0,0.006,0.021,54.8,60.3,289.6348,-50.693,0000000100000000000000
180.80675,-64.3513,-64 21 04.7,12 03 13.619,104683.0,0.81,0.1,77.5,3.5,297.7432,-1.9663,0000000000000100000000
187.08046,-64.3409,-64 20 27.2,12 28 19.312,108501.0,0.07,0.035,23.4,14.0,300.4321,-1.5815,0000000000001000000000
179.69862,-64.3395,-64 20 22.2,11 58 47.669,104035.0,0.52,0.035,88.9,1.9,297.27,-2.0481,0000000000001000000000
359.39572,-64.298,-64 17 52.8,23 57 34.970,224392.0,0.041,0.011,128.5,7.6,312.3369,-51.8356,0000000100000000000000
195.02615,-64.297,-64 17 49.2,13 00 06.275,112751.0,2.51,0.1,77.4,1.1,303.8718,-1.4411,0000000000000100000000
172.7625,-64.2924,-64 17 32.6,11 31 03.000,0.0,1.71,0.1,64.3,1.7,294.35,-2.7684,0000000000000100000000
158.89407,-64.2907,-64 17 26.5,10 35 34.577,91997.0,0.29,0.06,87.1,5.9,288.8467,-5.2003,0000000001000000000000
161.97311,-64.2628,-64 15 46.1,10 47 53.549,93738.0,0.42,0.1,143.0,6.8,290.0106,-4.5359,0000000000000100000000
160.9634,-64.249,-64 14 56.4,10 43 51.215,93163.0,0.51,0.1,111.0,5.6,289.6147,-4.7276,0000000000000000000001
196.51321,-64.2432,-64 14 35.5,13 06 03.172,113606.0,2.27,0.1,79.6,1.3,304.5193,-1.4165,0000000000000100000000
163.84738,-64.2302,-64 13 48.7,10 55 23.372,308096.0,0.34,0.1,136.8,8.4,290.7272,-4.1438,0000000000000100000000
154.2645,-64.2165,-64 12 59.4,10 17 03.480,0.0,1.1,0.1,132.4,2.6,287.0928,-6.2014,0000000000000100000000
196.9436,-64.2026,-64 12 09.4,13 07 46.466,0.0,2.07,0.1,73.7,1.4,304.7087,-1.3872,0000000000000100000000
218.62192,-64.202,-64 12 07.2,14 34 29.262,127489.0,1.58,0.1,62.1,1.8,313.8566,-3.5382,0000000000000100000000
217.43591,-64.1599,-64 09 35.6,14 29 44.621,126693.0,2.34,0.1,58.6,1.2,313.3937,-3.3034,0000000000000100000000
125.28187,-64.1059,-64 06 21.2,08 21 07.650,70982.0,0.04,0.035,165.7,23.6,278.2047,-15.1861,0000000000001000000000
182.62549,-64.1008,-64 06 02.9,12 10 30.119,105753.0,1.3,0.1,74.1,2.2,298.4795,-1.5836,0000000000000100000000
160.87296,-64.0685,-64 04 06.6,10 43 29.510,93098.0,0.29,0.03,151.3,3.0,289.4942,-4.5871,0000000001000000000000
191.10635,-64.0552,-64 03 18.7,12 44 25.526,110660.0,2.9,0.4,72.0,3.9,302.1649,-1.194,0000000000000000100000
196.3345,-64.0506,-64 03 02.2,13 05 20.281,113511.0,3.449,0.557,88.1,4.6,304.4522,-1.2199,0000000000000100100000
172.38982,-64.0441,-64 02 38.8,11 29 33.554,99992.0,0.67,0.1,57.5,4.3,294.1186,-2.5825,0000000000000100000000
226.20021,-64.0313,-64 01 52.7,15 04 48.050,132905.0,0.09,0.035,97.0,11.0,316.9087,-4.8402,0000000000001000000000
172.284,-64.0254,-64 01 31.4,11 29 08.160,0.0,1.19,0.1,52.1,2.4,294.0687,-2.5791,0000000000000100000000
194.97823,-64.0252,-64 01 30.7,12 59 54.776,0.0,1.82,0.1,70.7,1.6,303.86,-1.1688,0000000000000100000000
184.60956,-64.003,-64 00 10.8,12 18 26.294,106983.0,0.02,0.035,146.8,41.2,299.3249,-1.3626,0000000000001000000000
182.50465,-64.0009,-64 00 03.2,12 10 01.117,105675.0,1.74,0.1,59.3,1.6,298.4113,-1.4934,0000000000000100000000
171.43152,-63.9723,-63 58 20.3,11 25 43.565,99453.0,0.01,0.035,103.2,60.3,293.6972,-2.6481,0000000000001000000000
182.83855,-63.9678,-63 58 04.1,12 11 21.250,105892.0,1.9,0.1,81.9,1.5,298.5508,-1.4376,0000000000000100000000
196.147,-63.9612,-63 57 40.3,13 04 35.281,0.0,4.67,0.1,96.4,0.6,304.3748,-1.1264,0000000000000100000000
196.05309,-63.9599,-63 57 35.6,13 04 12.742,0.0,3.79,0.1,95.9,0.8,304.3337,-1.1229,0000000000000100000000
206.46274,-63.9579,-63 57 28.4,13 45 51.059,119547.0,2.57,0.1,78.3,1.1,308.8615,-1.7144,0000000000000100000000
157.96086,-63.9404,-63 56 25.4,10 31 50.606,91452.0,1.51,0.1,97.6,1.9,288.3161,-5.1039,0000000000000100000000
196.11877,-63.9326,-63 55 57.4,13 04 28.506,0.0,3.52,0.1,93.3,0.8,304.3638,-1.0972,0000000000000100000000
317.13626,-63.9282,-63 55 41.5,21 08 32.705,200751.0,0.18,0.035,74.9,5.6,330.8092,-39.041,0000000000001000000000
182.45898,-63.9158,-63 54 56.9,12 09 50.159,105650.0,1.35,0.1,77.4,2.1,298.3779,-1.4126,0000000000000100000000
173.02116,-63.9092,-63 54 33.1,11 32 05.082,100323.0,0.97,0.1,95.2,3.0,294.341,-2.369,0000000000000100000000
173.3913,-63.8959,-63 53 45.2,11 33 33.912,100530.0,0.57,0.1,112.0,5.0,294.4925,-2.3075,0000000000000100000000
198.96384,-63.8842,-63 53 03.1,13 15 51.322,115034.0,2.34,0.1,80.1,1.2,305.6155,-1.1398,0000000000000100000000
202.2726,-63.874,-63 52 26.4,13 29 05.424,117024.0,1.74,0.1,75.2,1.6,307.063,-1.3047,0000000000000100000000
195.6986,-63.8357,-63 50 08.5,13 02 47.663,0.0,2.55,0.1,75.5,1.1,304.1837,-0.9916,0000000000000100000000
182.457,-63.8282,-63 49 41.5,12 09 49.680,0.0,0.9,0.1,92.2,3.2,298.3629,-1.3262,0000000000000100000000
96.23251,-63.8281,-63 49 41.2,06 24 55.804,45796.0,0.03,0.035,26.8,30.3,273.4687,-27.035,0000000000001000000000
172.60133,-63.8172,-63 49 01.9,11 30 24.318,100099.0,0.961,0.1,96.9,3.0,294.1366,-2.3379,0000000000000100100000
167.45026,-63.7942,-63 47 39.1,11 09 48.060,97136.0,0.67,0.1,109.2,4.3,291.9933,-3.1022,0000000000000100000000
186.85353,-63.7889,-63 47 20.0,12 27 24.847,108355.0,0.53,0.035,61.8,1.9,300.2828,-1.0408,0000000000001000000000
195.44894,-63.7539,-63 45 14.0,13 01 47.748,0.0,1.88,0.1,76.3,1.5,304.0769,-0.9052,0000000000000100000000
195.80164,-63.7155,-63 42 55.8,13 03 12.391,0.0,0.35,0.1,86.9,8.1,304.2345,-0.8736,0000000000000100000000
199.52866,-63.6871,-63 41 13.6,13 18 06.876,115363.0,2.909,0.119,62.2,1.2,305.8833,-0.9683,0000000000000100100001
209.41225,-63.6866,-63 41 11.8,13 57 38.938,121474.0,0.06,0.035,57.2,16.3,310.1906,-1.7519,0000000000001000000000
171.02151,-63.681,-63 40 51.6,11 24 05.166,99193.0,1.38,0.1,86.8,2.1,293.4305,-2.4324,0000000000000100000000
173.22227,-63.6467,-63 38 48.1,11 32 53.347,100444.0,0.79,0.1,125.1,3.6,294.3468,-2.092,0000000000000100000000
204.2479,-63.646,-63 38 45.6,13 36 59.497,118198.0,2.97,0.1,86.4,1.0,307.9619,-1.22,0000000000000100000000
231.16933,-63.6338,-63 38 01.7,15 24 40.637,0.0,1.87,0.1,49.7,1.5,318.9924,-5.6476,0000000000000100000000
229.41203,-63.6104,-63 36 37.4,15 17 38.890,135291.0,0.1,0.035,45.2,9.9,318.3468,-5.2038,0000000000001000000000
183.17746,-63.5998,-63 35 59.3,12 12 42.592,0.0,0.72,0.1,160.4,4.0,298.6427,-1.0511,0000000000000100000000
198.43971,-63.5865,-63 35 11.4,13 13 45.534,114737.0,1.85,0.1,80.0,1.5,305.4114,-0.8224,0000000000000100000000
198.68497,-63.581,-63 34 51.6,13 14 44.390,114886.0,1.869,0.13,73.3,2.0,305.5206,-0.8265,0000000000000100000001
172.3131,-63.5539,-63 33 14.0,11 29 15.144,99953.0,2.011,0.042,105.4,0.6,293.9333,-2.1273,0000000000000100100000
148.75233,-63.5413,-63 32 28.7,09 55 00.559,86272.0,0.89,0.1,118.1,3.2,284.7222,-7.0938,0000000000000100000000
176.27245,-63.5408,-63 32 26.9,11 45 05.386,102153.0,1.24,0.1,86.6,2.3,295.6216,-1.6148,0000000000000100000000
201.8854,-63.5393,-63 32 21.5,13 27 32.497,116796.0,1.74,0.1,76.6,1.6,306.941,-0.949,0000000000000100000000
184.13177,-63.5311,-63 31 52.0,12 16 31.627,106708.0,1.34,0.1,94.9,2.1,299.0535,-0.9226,0000000000000100000000
174.80322,-63.5204,-63 31 13.4,11 39 12.773,101333.0,1.21,0.1,88.4,2.4,294.9844,-1.7686,0000000000000100000000
205.6968,-63.52,-63 31 12.0,13 42 47.232,119049.0,0.66,0.1,85.0,4.3,308.6188,-1.2167,0000000000000100000000
160.49869,-63.5073,-63 30 26.3,10 41 59.687,92896.0,0.11,0.04,149.8,10.3,289.0808,-4.1719,0000000001000000000000
208.4415,-63.5016,-63 30 05.8,13 53 45.960,120799.0,2.99,0.1,68.7,1.0,309.8177,-1.4662,0000000000000100000000
196.20554,-63.4914,-63 29 29.0,13 04 49.328,113432.0,2.68,0.1,95.1,1.1,304.4249,-0.6585,0000000000000100000000
315.9464,-63.4809,-63 28 51.2,21 03 47.138,199997.0,0.37,0.038,165.6,2.9,331.5647,-38.6778,0000000000001000000000
174.95818,-63.4787,-63 28 43.3,11 39 49.964,101436.0,1.03,0.1,109.1,2.8,295.0395,-1.7096,0000000000000100000000
174.94102,-63.4778,-63 28 40.1,11 39 45.846,101413.0,0.65,0.1,94.7,4.4,295.0319,-1.7108,0000000000000100000000
207.03297,-63.4483,-63 26 53.9,13 48 07.913,119911.0,2.29,0.1,73.3,1.3,309.2173,-1.2706,0000000000000100000000
145.6515,-63.4455,-63 26 43.8,09 42 36.360,0.0,0.88,0.1,125.8,3.3,283.59,-7.9086,0000000000000100000000
171.2302,-63.4321,-63 25 55.6,11 24 55.246,99316.0,0.55,0.1,117.3,5.2,293.4361,-2.1667,0000000000000100000000
174.76369,-63.4297,-63 25 46.9,11 39 03.283,101298.0,1.17,0.1,86.5,2.4,294.9424,-1.6864,0000000000000100000000
172.9665,-63.4259,-63 25 33.2,11 31 51.960,0.0,0.34,0.1,75.8,8.4,294.1715,-1.9157,0000000000000100000000
185.65576,-63.4245,-63 25 28.2,12 22 37.384,0.0,0.98,0.1,81.2,2.9,299.7157,-0.7328,0000000000000100000000
169.02898,-63.4214,-63 25 17.0,11 16 06.953,98097.0,0.6,0.1,99.8,4.8,292.5071,-2.4956,0000000000000100000000
200.1478,-63.412,-63 24 43.2,13 20 35.470,115746.0,2.3,0.4,60.0,5.0,306.1872,-0.7247,0000000000000000100000
174.23409,-63.3979,-63 23 52.4,11 36 56.182,101008.0,1.19,0.1,84.9,2.4,294.7059,-1.7223,0000000000000100000000
178.167,-63.3947,-63 23 40.9,11 52 40.080,0.0,2.29,0.1,81.5,1.3,296.4083,-1.2698,0000000000000100000000
177.12117,-63.3937,-63 23 37.3,11 48 29.081,309035.0,2.5,0.1,89.5,1.1,295.9525,-1.3783,0000000000000100000000
174.55074,-63.3907,-63 23 26.5,11 38 12.178,101191.0,1.52,0.1,87.1,1.9,294.84,-1.6754,0000000000000100000000
176.89905,-63.3773,-63 22 38.3,11 47 35.772,309036.0,2.46,0.1,90.0,1.2,295.852,-1.3866,0000000000000100000000
198.54807,-63.3737,-63 22 25.3,13 14 11.537,114800.0,0.72,0.1,109.4,4.0,305.4782,-0.6145,0000000000000100000000
174.58488,-63.3727,-63 22 21.7,11 38 20.371,101205.0,1.37,0.1,88.8,2.1,294.8496,-1.6539,0000000000000100000000
185.55367,-63.3466,-63 20 47.8,12 22 12.878,0.0,1.29,0.1,94.0,2.2,299.6615,-0.6606,0000000000000100000000
203.6809,-63.3354,-63 20 07.4,13 34 43.414,117856.0,1.35,0.1,95.6,2.1,307.7657,-0.8707,0000000000000100000000
169.68317,-63.3306,-63 19 50.2,11 18 43.960,98465.0,2.08,0.1,92.4,1.4,292.7491,-2.3066,0000000000000100000000
194.48222,-63.3144,-63 18 51.8,12 57 55.735,312174.0,1.1,0.1,56.8,2.6,303.6607,-0.4518,0000000000000100000000
221.05191,-63.2684,-63 16 06.2,14 44 12.458,129225.0,3.96,0.1,50.0,0.7,315.2197,-3.1194,0000000000000100000000
214.6695,-63.2649,-63 15 53.6,14 18 40.680,0.0,2.94,0.1,63.9,1.0,312.5596,-2.0356,0000000000000100000000
193.0125,-63.2608,-63 15 38.9,12 52 03.000,312052.0,2.58,0.4,57.0,4.4,303.0008,-0.3891,0000000000000000100000
179.2398,-63.249,-63 14 56.4,11 56 57.556,103779.0,0.69,0.005,80.8,0.2,296.8468,-1.0228,0000000000000100100000
157.91469,-63.2473,-63 14 50.3,10 31 39.526,307781.0,1.09,0.1,102.7,2.6,287.9427,-4.5187,0000000000000100000000
180.1245,-63.2333,-63 13 59.9,12 00 29.880,0.0,0.86,0.1,114.0,3.3,297.2336,-0.9265,0000000000000100000000
172.87509,-63.2311,-63 13 52.0,11 31 30.022,100243.0,2.01,0.1,93.4,1.4,294.0732,-1.7426,0000000000000100000000
304.76254,-63.2305,-63 13 49.8,20 19 03.011,192531.0,0.05,0.035,1.3,19.3,333.1324,-33.8243,0000000000001000000000
167.86311,-63.2057,-63 12 20.5,11 11 27.146,97382.0,1.59,0.1,101.3,1.8,291.9404,-2.4878,0000000000000100000000
193.0125,-63.205,-63 12 18.0,12 52 03.000,312051.0,3.0,0.4,53.0,3.8,303.001,-0.3333,0000000000000000100000
174.59491,-63.2007,-63 12 02.5,11 38 22.780,101223.0,1.88,0.1,62.6,1.5,294.8059,-1.4875,0000000000000100000000
174.54134,-63.1968,-63 11 48.5,11 38 09.920,101190.0,2.03,0.1,85.6,1.4,294.7816,-1.4904,0000000000000100000000
209.526,-63.1943,-63 11 39.5,13 58 06.240,0.0,2.73,0.1,68.2,1.0,310.3652,-1.2887,0000000000000100000000
178.1347,-63.1701,-63 10 12.4,11 52 32.329,103170.0,0.59,0.06,52.4,2.9,296.3434,-1.0544,0000000001000000000000
181.08015,-63.1657,-63 09 56.5,12 04 19.236,104841.0,0.11,0.035,90.8,9.0,297.644,-0.7787,0000000000001000000000
186.62889,-63.1221,-63 07 19.6,12 26 30.934,108250.0,0.03,0.035,109.3,30.3,300.1196,-0.3866,0000000000001000000000
8.06141,-63.091,-63 05 27.6,00 32 14.737,0.0,0.185,0.111,46.9,16.7,306.6155,-53.8998,0000000100000000000000
8.5933,-63.0616,-63 03 41.8,00 34 22.393,3175.0,0.18,0.096,116.0,14.9,306.2154,-53.9577,0000000000001000000000
190.7095,-63.0586,-63 03 31.0,12 42 50.281,110432.0,1.765,0.102,80.7,1.7,301.9581,-0.2031,0000000000000000100001
171.1005,-63.0579,-63 03 28.4,11 24 24.120,0.0,2.33,0.1,96.6,1.2,293.2577,-1.8326,0000000000000100000000
203.01631,-63.0418,-63 02 30.5,13 32 03.916,117460.0,2.12,0.1,78.7,1.4,307.5175,-0.5324,0000000000000100000000
262.0328,-63.0361,-63 02 10.0,17 28 07.878,157524.0,0.53,0.035,43.5,1.9,328.9884,-15.2445,0000000000001000000000
8.18247,-63.0313,-63 01 52.7,00 32 43.793,3003.0,0.028,0.009,127.7,9.1,306.5357,-53.9658,0000000100000000000000
213.5055,-63.0179,-63 01 04.4,14 14 01.320,0.0,2.13,0.1,61.2,1.3,312.1412,-1.6323,0000000000000100000000
153.39594,-63.0032,-63 00 11.5,10 13 35.022,0.0,0.64,0.1,66.6,4.5,286.0852,-5.4165,0000000000000100000000
191.96149,-62.9959,-62 59 45.2,12 47 50.759,111124.0,0.551,0.168,33.1,8.7,302.5243,-0.127,0000000000000100100000
196.76833,-62.9917,-62 59 30.1,13 07 04.397,113754.0,4.064,0.151,72.7,1.1,304.706,-0.1739,0000000000000100100000
160.12953,-62.9858,-62 59 08.9,10 40 31.087,307910.0,2.45,0.1,108.5,1.2,288.6838,-3.7942,0000000000000100000000
169.57645,-62.9745,-62 58 28.2,11 18 18.349,98410.0,1.11,0.1,112.2,2.6,292.5788,-1.9901,0000000000000100000000
183.0916,-62.9507,-62 57 02.5,12 12 21.985,106068.0,0.68,0.035,71.5,1.5,298.507,-0.4152,0000000000001000000000
172.77882,-62.9469,-62 56 48.8,11 31 06.920,100199.0,0.86,0.0,84.2,0.0,293.945,-1.4852,0000000000000100100000
171.7575,-62.9417,-62 56 30.1,11 27 01.800,0.0,1.19,0.1,114.7,2.4,293.502,-1.6257,0000000000000100000000
220.23463,-62.9332,-62 55 59.5,14 40 56.312,0.0,3.81,0.1,48.4,0.8,315.0224,-2.6609,0000000000000100000000
340.92902,-60.7238,-60 43 25.7,22 43 42.964,215037.0,0.007,0.01,112.5,35.5,326.7081,-50.0952,0000000000100000000000
174.81825,-62.9328,-62 55 58.1,11 39 16.380,101332.0,1.12,0.1,84.0,2.6,294.8288,-1.202,0000000000000100000000
183.44008,-62.9316,-62 55 53.8,12 13 45.620,106261.0,0.95,0.1,82.2,3.0,298.6609,-0.3727,0000000000000100000000
172.21655,-62.9309,-62 55 51.2,11 28 51.974,99898.0,1.482,0.139,88.5,2.7,293.6968,-1.5492,0010000000000000000000
309.96548,-62.9075,-62 54 27.0,20 39 51.718,196317.0,0.08,0.035,168.4,12.3,333.0906,-36.2019,0000000000001000000000
181.1495,-62.9037,-62 54 13.3,12 04 35.882,104876.0,2.69,0.1,81.1,1.1,297.6275,-0.5154,0000000000000100000000
139.04578,-62.8791,-62 52 44.8,09 16 10.988,80325.0,1.06,0.1,111.4,2.7,281.0233,-9.5731,0000000000000100000000
177.19743,-62.8713,-62 52 16.7,11 48 47.387,309111.0,2.54,0.1,53.2,1.1,295.8601,-0.863,0000000000000100000000
13.40741,-62.8713,-62 52 16.7,00 53 37.777,5276.0,0.036,0.022,127.1,17.0,302.5041,-54.2551,0000000000101000000000
197.39027,-62.871,-62 52 15.6,13 09 33.667,114122.0,2.645,0.021,83.6,0.2,304.9963,-0.0719,0000000000000100100000
261.0045,-62.8641,-62 51 50.8,17 24 01.076,156838.0,0.64,0.035,34.4,1.6,328.8928,-14.7549,0000000000001000000000
208.413,-62.8468,-62 50 48.5,13 53 39.120,0.0,2.2,0.1,78.0,1.3,309.9617,-0.8273,0000000000000100000000
215.032,-62.8168,-62 49 00.5,14 20 07.681,0.0,2.67,0.1,59.7,1.1,312.8641,-1.668,0000000000000100000000
197.9896,-62.8152,-62 48 54.7,13 11 57.502,114478.0,1.61,0.4,71.0,7.1,305.2733,-0.0368,0000000000000000100000
224.18333,-62.7809,-62 46 51.2,14 56 44.002,131492.0,0.46,0.035,64.6,2.2,316.7114,-3.3107,0000000000001000000000
234.0435,-62.7676,-62 46 03.4,15 36 10.440,0.0,1.38,0.1,40.8,2.1,320.5582,-5.6781,0000000000000100000000
228.66553,-62.7655,-62 45 55.8,15 14 39.725,134733.0,2.26,0.1,78.2,1.3,318.5066,-4.3083,0000000000000100000000
153.51955,-62.7463,-62 44 46.7,10 14 04.693,307549.0,1.3,0.1,76.7,2.2,285.9855,-5.1729,0000000000000100000000
147.73164,-62.7451,-62 44 42.4,09 50 55.597,85656.0,1.1,0.035,96.5,0.9,283.8563,-6.7656,0000000000001000000000
208.23508,-62.7206,-62 43 14.2,13 52 56.420,120678.0,1.7,0.176,76.1,3.0,309.9126,-0.6854,0000000000000100000001
199.062,-62.7136,-62 42 49.0,13 16 14.880,0.0,2.29,0.1,73.7,1.3,305.7711,0.0213,0000000000000100000000
348.5249,-62.6989,-62 41 56.0,23 14 05.978,219077.0,0.012,0.012,176.1,26.6,320.4083,-50.9987,0000000100000000000000
180.84964,-62.696,-62 41 45.6,12 03 23.915,104705.0,0.82,0.0,93.5,0.0,297.4548,-0.3363,0000000000000100100000
231.04713,-62.677,-62 40 37.2,15 24 11.315,136488.0,2.95,0.4,66.0,3.9,319.4778,-4.8201,0000000000000000100000
150.3386,-62.6666,-62 39 59.8,10 01 21.263,307467.0,1.16,0.1,66.7,2.5,284.751,-5.9628,0000000000000100000000
151.88245,-62.6535,-62 39 12.6,10 07 31.789,88115.0,1.1,0.1,96.8,2.6,285.3156,-5.53,0000000000000100000000
172.2258,-62.6527,-62 39 09.7,11 28 54.192,99897.0,1.59,0.1,76.8,1.8,293.6134,-1.2837,0000000000000100000000
177.61368,-62.6493,-62 38 57.5,11 50 27.283,102878.0,0.725,0.018,67.3,0.7,295.9926,-0.6021,0000000000000100000001
201.85445,-62.649,-62 38 56.4,13 27 25.067,116781.0,1.46,0.1,80.7,2.0,307.0512,-0.0654,0000000000000100000000
194.88908,-62.6313,-62 37 52.7,12 59 33.382,312155.0,1.61,0.4,43.0,7.1,303.8649,0.2257,0000000000000000100000
198.41937,-62.5984,-62 35 54.2,13 13 40.649,0.0,2.35,0.1,73.0,1.2,305.4876,0.1629,0000000000000100000000
206.79529,-62.5897,-62 35 22.9,13 47 10.871,119796.0,4.29,0.1,41.0,0.7,309.2976,-0.4089,0000000000000000000001
211.35495,-62.5884,-62 35 18.2,14 05 25.188,122691.0,1.82,0.1,86.6,1.6,311.3309,-0.9293,0000000000000100000000
38.38984,-62.5867,-62 35 12.1,02 33 33.563,16226.0,0.063,0.002,136.6,0.9,284.6494,-50.7621,0000000000101000000000
199.02003,-62.5837,-62 35 01.3,13 16 04.807,115071.0,1.87,0.1,83.0,1.5,305.7643,0.1524,0000000000000100000000
182.43579,-62.5818,-62 34 54.5,12 09 44.590,105627.0,0.49,0.1,84.2,5.8,298.153,-0.0976,0000000000000100000000
49.43529,-62.5768,-62 34 36.5,03 17 44.470,20766.0,0.01,0.012,31.2,31.0,279.1009,-47.2156,0000000100000000000000
178.58586,-62.5713,-62 34 16.7,11 54 20.606,309299.0,1.02,0.1,79.2,2.8,296.4105,-0.4247,0000000000000100000000
175.1542,-62.5681,-62 34 05.2,11 40 37.009,101545.0,1.11,0.1,68.2,2.6,294.8772,-0.8091,0000000000000100000000
175.70538,-62.5652,-62 33 54.7,11 42 49.291,101838.0,2.06,0.1,83.2,1.4,295.1212,-0.7387,0000000000000100000000
173.06909,-62.5477,-62 32 51.7,11 32 16.580,100355.0,0.89,0.1,48.4,3.2,293.9505,-1.0645,0000000000000100000000
220.15932,-62.5418,-62 32 30.5,14 40 38.237,0.0,4.49,0.1,49.9,0.6,315.1511,-2.2896,0000000000000100000000
158.65115,-62.5382,-62 32 17.5,10 34 36.275,307771.0,1.41,0.1,98.4,2.0,287.8728,-3.7374,0000000000000100000000
148.7115,-62.5203,-62 31 13.1,09 54 50.760,0.0,0.83,0.1,98.6,3.4,284.0662,-6.3074,0000000000000100000000
146.31178,-62.5079,-62 30 28.4,09 45 14.828,84810.0,1.52,0.1,99.0,1.9,283.1991,-7.0038,0000000000000000000001
211.34184,-62.5073,-62 30 26.3,14 05 22.042,122669.0,2.35,0.1,64.3,1.2,311.348,-0.8499,0000000000000100000000
199.64735,-62.4912,-62 29 28.3,13 18 35.366,115455.0,2.29,0.1,73.0,1.3,306.0614,0.2154,0000000000000100000000
83.40631,-62.4898,-62 29 23.3,05 33 37.516,37350.0,0.44,0.035,22.4,2.3,271.7338,-32.7744,0000000000001000000000
175.60564,-62.477,-62 28 37.2,11 42 25.355,101794.0,3.56,0.1,85.8,0.8,295.0536,-0.6657,0000000000000100000000
173.2215,-62.476,-62 28 33.6,11 32 53.160,0.0,1.31,0.1,51.0,2.2,293.9961,-0.9749,0000000000000100000000
199.43623,-62.4539,-62 27 14.0,13 17 44.696,115316.0,1.89,0.1,81.1,1.5,305.9683,0.2626,0000000000000100000000
206.57503,-62.4515,-62 27 05.4,13 46 18.005,119646.0,1.68,0.1,74.1,1.7,309.2277,-0.2524,0000000000000100000000
156.33209,-62.4419,-62 26 30.8,10 25 19.700,307718.0,3.33,0.1,110.7,0.9,286.9035,-4.208,0000000000000100000000
