#   RA        DEC        GLON        GLAT    Pol   e_Pol  EVPA  e_EVPA  galPA
#  1-  9  F9.5  deg     RAdeg    Right Ascension (J2000) (1)
# 13- 20  F8.5  deg     DEdeg    Declination (J2000) (1)
# 24- 32  F9.5  deg     GLON     Galactic longitude (1)
# 36- 43  F8.5  deg     GLAT     Galactic latitude (1)
# 47- 49  F3.1  %       Pol      [0.5/4.5] Polarization degree percentage (2)
# 53- 55  F3.1  %     e_Pol      [0.2/1.9] Error in polarization degree
# 59- 61  I3    deg     EVPA     [-90/90] Electric vector polarization angle (3)
# 65- 66  I2    deg   e_EVPA     [2/19] Error in EVPA
# 70- 72  I3    deg     galPA    [0/180] Galactic polarization angle (4)
 77.61460   87.80500   125.14415   26.17482   0.9   0.3    34   10   150
 77.66204   87.39239   125.55697   25.99376   1.4   0.3    57    5   173
 77.66751   87.32156   125.62767   25.96251   1.3   0.5    40    9   156
 77.76955   87.72209   125.23002   26.14367   1.5   0.2    45    4   161
 77.79427   87.69784   125.25476   26.13388   2.5   0.7    51   10   167
 77.82480   87.45384   125.49926   26.02753   2.1   0.7     6    9   122
 78.01684   88.68111   124.27008   26.56782   1.0   0.2    47    7   162
 78.10006   87.13316   125.82588   25.89803   2.0   0.5    56    7   172
 78.13676   87.25630   125.70370   25.95364   1.5   0.3    63    5   179
 78.14365   87.25698   125.70318   25.95423   2.0   0.2    60    3   176
 78.16950   87.15371   125.80704   25.91015   1.9   0.6    60    9   176
 78.17214   87.15395   125.80686   25.91037   3.1   0.9    51    6   167
 78.25428   88.08764   124.87173   26.31872   1.1   0.3    33    9   148
 78.25633   87.68967   125.27199   26.14705   2.1   0.2    48    3   163
 78.26189   87.68905   125.27272   26.14698   1.9   0.2    44    4   160
 78.44860   87.23636   125.73092   25.95844   1.5   0.6    66   10     2
 78.54010   87.12354   125.84619   25.91368   2.3   0.4    54    4   169
 78.54402   87.12389   125.84593   25.91401   1.8   0.3    58    4   173
 78.57207   87.20417   125.76608   25.94993   2.2   0.2    56    3   171
 78.93140   88.27541   124.69212   26.41782   1.8   0.7    31    8   146
 79.03771   87.08013   125.90178   25.91780   2.6   1.1    37    5   152
 79.14515   88.40083   124.56762   26.47564   0.7   0.2    50    7   164
 79.30137   88.71530   124.24906   26.60865   0.8   0.3    18    8   133
 79.35209   87.57387   125.41019   26.13885   2.0   0.2    37    3   151
 79.37644   87.49413   125.49141   26.10658   1.2   0.2    52    7   166
 79.75625   88.07383   124.90921   26.35863   1.3   0.4    64    8   178
 79.85129   88.35093   124.62763   26.47353   0.6   0.2   -41    9    72
 79.88331   89.03222   123.92969   26.74696   0.7   0.3   -14   12    99
 80.10721   87.67766   125.31902   26.20996   2.5   0.3    41    3   155
 80.11284   87.65012   125.34721   26.19904   1.2   0.3    83    8    16
 80.21750   87.50888   125.49318   26.14607   0.9   0.3    43   11   156
 80.23061   88.03397   124.95716   26.35730   1.8   0.4    46    8   159
 80.29344   88.96956   123.99732   26.72881   0.7   0.3    13   12   126
 80.37769   87.95425   125.04104   26.33026   0.9   0.2    37    9   151
 80.38571   87.71575   125.28515   26.23551   1.9   0.2    39    3   153
 80.41364   87.77749   125.22251   26.26114   2.3   0.3    43    2   157
 80.52166   87.23442   125.77926   26.04851   0.9   0.4    44    8   158
 80.53162   87.95387   125.04386   26.33515   1.2   0.2    41    7   154
 80.54710   88.07926   124.91551   26.38512   1.3   0.4    75    7     8
 80.65054   88.03098   124.96660   26.36936   1.6   0.5    46   13   159
 80.68222   87.66776   125.33954   26.22741   4.5   1.9    48    7   162
 80.90338   88.03094   124.97043   26.37734   2.0   0.2    43    3   156
 80.94797   87.76288   125.24662   26.27448   2.9   0.3    43    2   156
 80.95450   87.13025   125.89505   26.02663   1.5   0.6    43    6   156
 81.02499   87.68349   125.32948   26.24637   1.1   0.4    56    7   169
 81.14966   87.16356   125.86521   26.04865   1.9   0.3    62    4   175
 81.16936   88.32822   124.66772   26.49973   2.0   0.7    38    5   150
 81.23518   87.82249   125.19011   26.30778   2.5   1.0    42    5   154
 81.27694   88.30891   124.68901   26.49528   1.1   0.3    19    8   132
 81.36193   87.28412   125.74601   26.10501   1.5   0.5    56   11   169
 81.38697   87.53955   125.48395   26.20458   1.3   0.5    39    7   151
 81.50566   87.92427   125.08946   26.35597   1.9   0.8    15   10   128
 81.61077   88.10077   124.90861   26.42613   1.4   0.3    35    6   147
 81.69411   88.67628   124.31301   26.64356   1.1   0.4    39   10   150
 81.70625   88.09052   124.92055   26.42521   1.4   0.5    49   12   161
 81.91027   88.05914   124.95591   26.41983   1.4   0.5    32   10   144
 81.92641   87.31454   125.72602   26.14122   1.2   0.2    55    5   167
 82.01781   88.51095   124.48815   26.58990   0.9   0.3    44   13   156
 82.15452   87.51050   125.52790   26.22426   1.6   0.4    30    7   142
 82.40518   87.31012   125.73994   26.16039   1.5   0.3    52    5   164
 82.44468   87.74899   125.28568   26.32349   1.6   0.7    60   12   172
 82.48633   88.15366   124.86554   26.47226   1.3   0.5    31    9   142
 82.55362   88.14173   124.87884   26.46997   1.8   0.8    45    9   156
 82.71611   88.36676   124.64613   26.55542   1.1   0.3    23    8   134
 83.05870   87.85390   125.18597   26.38330   2.4   0.3    38    3   148
 83.21330   87.67600   125.37397   26.32582   1.5   0.2    49    4   160
 83.30506   88.08340   124.94957   26.47237   1.9   0.4    39    4   150
 83.44495   87.54350   125.51608   26.28811   1.2   0.5    43    8   153
 83.47384   87.35158   125.71689   26.22177   1.6   0.3    37    4   148
 83.50640   88.11197   124.92224   26.48857   1.5   0.3    37    4   147
 83.57666   88.48204   124.53461   26.61789   1.0   0.2    48    5   158
 83.67955   87.22497   125.85282   26.18641   2.8   0.9    50    7   160
 83.75628   88.41471   124.60726   26.59951   1.0   0.2    52    6   162
 83.90957   88.98639   124.00593   26.79501   0.6   0.2     9   10   118
 83.95804   87.64049   125.42294   26.34198   0.9   0.3    46    8   156
 84.00370   88.15854   124.87952   26.51970   2.3   0.6    40    4   149
 84.00742   87.17491   125.91133   26.18403   1.1   0.3    58    6   168
 84.05423   87.91476   125.13648   26.43889   1.9   0.2    57    3   166
 84.06123   87.91585   125.13543   26.43950   2.4   0.3    55    2   165
 84.20864   87.54222   125.53003   26.31840   0.9   0.3    57    8   167
 84.22259   87.91638   125.13708   26.44520   2.3   0.4    53    4   163
 84.27990   88.18106   124.85912   26.53556   1.1   0.5    37   19   147
